Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3, Node4, Magnitude4, Angle4, pu4
"B1556", 0, 1,    230.901,    0.0,         0, 2,    230.918, -120.0,         0, 3,    230.915,  120.0,         0, 4, 0.00760714,  -93.2,         0
"B2003", 0, 1,    220.976,   -1.0,         0, 2,    222.073, -121.9,         0, 3,    227.127,  119.7,         0, 4,    4.25715, -114.4,         0
"B2815", 0, 1,    199.871,   -3.1,         0, 2,    218.674, -121.1,         0, 3,     214.25,  119.4,         0, 4,    8.09668,  -21.2,         0
"B1733", 0, 1,    199.875,   -3.1,         0, 2,    219.128, -121.1,         0, 3,    214.256,  119.4,         0, 4,      8.187,  -17.9,         0
"B2977", 0, 1,    230.928,    0.0,         0, 2,    230.311, -120.0,         0, 3,    230.934,  120.0,         0, 4,   0.625096, -114.9,         0
"B773", 0, 1,    191.155,   -2.1,         0, 2,    197.888, -121.0,         0, 3,    191.803,  118.2,         0, 4,    2.47626,    0.7,         0
"B3240", 0, 1,    187.717,   -2.7,         0, 2,    194.575, -121.5,         0, 3,    187.515,  117.6,         0, 4,     1.8183,  -11.6,         0
"B2297", 0, 1,    187.718,   -2.7,         0, 2,    195.107, -121.4,         0, 3,    187.517,  117.6,         0, 4,    2.03047,    3.2,         0
"B2228", 0, 1,    201.552,   -2.7,         0, 2,    219.374, -121.0,         0, 3,    215.009,  119.4,         0, 4,    7.46678,  -15.7,         0
"B247", 0, 1,    201.553,   -2.7,         0, 2,    219.466, -121.0,         0, 3,    215.011,  119.4,         0, 4,    7.49078,  -15.0,         0
"B276", 0, 1,    194.148,   -1.6,         0, 2,    201.976, -120.5,         0, 3,    193.663,  118.4,         0, 4,    3.98067,   51.7,         0
"B204", 0, 1,    194.148,   -1.6,         0, 2,    201.976, -120.5,         0, 3,    193.663,  118.4,         0, 4,    3.98067,   51.7,         0
"B312", 0, 1,    227.942,   -0.4,         0, 2,     227.52, -120.4,         0, 3,    226.962,  119.4,         0, 4,   0.970728, -172.5,         0
"B754", 0, 1,     228.07,   -0.4,         0, 2,    227.885, -120.3,         0, 3,    227.055,  119.4,         0, 4,    1.00532,  172.0,         0
"B519", 0, 1,    218.967,   -0.9,         0, 2,    216.931, -123.1,         0, 3,    227.457,  119.7,         0, 4,    8.85129, -111.7,         0
"B1653", 0, 1,    230.727,    0.0,         0, 2,    230.826, -120.0,         0, 3,    230.815,  120.0,         0, 4,  0.0419209,  -94.1,         0
"B241", 0, 1,    193.471,   -1.6,         0, 2,    201.147, -120.7,         0, 3,    194.078,  118.5,         0, 4,    3.42692,   33.6,         0
"B1139", 0, 1,     219.99,   -1.0,         0, 2,    220.054, -122.4,         0, 3,    226.925,  119.7,         0, 4,    5.76656, -116.2,         0
"B912", 0, 1,    219.999,   -1.0,         0, 2,    220.058, -122.4,         0, 3,    227.232,  119.7,         0, 4,    5.94458, -113.5,         0
"B435", 0, 1,    194.831,   -1.2,         0, 2,    202.964, -120.4,         0, 3,     195.57,  118.7,         0, 4,    4.24327,   42.8,         0
"B3406", 0, 1,    188.077,   -2.6,         0, 2,    195.381, -121.4,         0, 3,    187.673,  117.7,         0, 4,    1.88216,    8.1,         0
"B2669", 0, 1,    188.077,   -2.6,         0, 2,    195.381, -121.4,         0, 3,    187.673,  117.7,         0, 4,    1.88216,    8.1,         0
"B840", 0, 1,    223.285,   -0.9,         0, 2,    225.877, -121.1,         0, 3,    227.454,  119.7,         0, 4,    1.73236, -110.6,         0
"B1491", 0, 1,     223.29,   -0.9,         0, 2,     225.88, -121.1,         0, 3,    227.713,  119.7,         0, 4,    1.89938, -104.2,         0
"B1890", 0, 1,    203.132,   -2.2,         0, 2,    220.086, -120.9,         0, 3,    215.141,  119.4,         0, 4,    6.74647,   -1.0,         0
"B1244", 0, 1,    218.424,   -0.9,         0, 2,    215.664, -123.3,         0, 3,    227.524,  119.7,         0, 4,    9.89212, -111.9,         0
"B404", 0, 1,    203.136,   -2.2,         0, 2,    220.086, -120.9,         0, 3,    215.436,  119.4,         0, 4,    6.93373,   -2.8,         0
"B2844", 0, 1,     223.29,   -0.9,         0, 2,     225.88, -121.1,         0, 3,    227.713,  119.7,         0, 4,    1.89938, -104.2,         0
"B1503", 0, 1,    194.148,   -1.6,         0, 2,    201.976, -120.5,         0, 3,    193.663,  118.4,         0, 4,    3.98068,   51.7,         0
"B742", 0, 1,    194.148,   -1.6,         0, 2,    201.976, -120.5,         0, 3,    193.663,  118.4,         0, 4,    3.98068,   51.7,         0
"B2652", 0, 1,    194.148,   -1.6,         0, 2,    201.976, -120.5,         0, 3,    193.663,  118.4,         0, 4,    3.98067,   51.7,         0
"B2989", 0, 1,    194.148,   -1.6,         0, 2,    201.976, -120.5,         0, 3,    193.663,  118.4,         0, 4,    3.98067,   51.7,         0
"B30", 0, 1,    227.942,   -0.4,         0, 2,    227.266, -120.4,         0, 3,    226.962,  119.4,         0, 4,    1.12665, -161.5,         0
"B1998", 0, 1,    219.514,   -0.9,         0, 2,    218.062, -122.7,         0, 3,    227.266,  119.7,         0, 4,    7.80051, -113.6,         0
"B3024", 0, 1,    219.522,   -0.9,         0, 2,    218.527, -122.7,         0, 3,    227.257,  119.7,         0, 4,    7.35391, -113.3,         0
"B1842", 0, 1,    194.804,   -1.4,         0, 2,    201.894, -120.5,         0, 3,    194.356,  118.5,         0, 4,    3.34603,   49.3,         0
"B3378", 0, 1,    200.882,   -2.9,         0, 2,    218.726, -121.1,         0, 3,    214.584,  119.4,         0, 4,    7.52951,  -21.0,         0
"B3143", 0, 1,    200.887,   -2.9,         0, 2,     219.29, -121.1,         0, 3,    214.591,  119.4,         0, 4,    7.64506,  -16.6,         0
"B2789", 0, 1,    218.617,   -0.9,         0, 2,     215.02, -123.3,         0, 3,    227.559,  119.7,         0, 4,    10.6051, -112.4,         0
"B1226", 0, 1,    195.615,   -1.2,         0, 2,    202.938, -120.4,         0, 3,    194.596,  118.7,         0, 4,    4.06349,   64.0,         0
"B2015", 0, 1,    201.352,   -2.7,         0, 2,    219.472, -121.0,         0, 3,    215.011,  119.4,         0, 4,    7.67471,  -14.6,         0
"B1547", 0, 1,     228.45,   -0.4,         0, 2,    228.439, -120.3,         0, 3,    227.343,  119.5,         0, 4,    1.11158,  162.5,         0
"B2564", 0, 1,    188.073,   -2.6,         0, 2,    195.378, -121.4,         0, 3,    187.393,  117.7,         0, 4,    1.78258,   16.3,         0
"B528", 0, 1,    203.132,   -2.2,         0, 2,    220.086, -120.9,         0, 3,    215.128,  119.4,         0, 4,    6.73798,   -0.9,         0
"B1634", 0, 1,    194.148,   -1.6,         0, 2,    201.976, -120.5,         0, 3,    193.663,  118.4,         0, 4,    3.98068,   51.7,         0
"B625", 0, 1,    227.942,   -0.4,         0, 2,    227.222, -120.4,         0, 3,    226.963,  119.4,         0, 4,    1.15705, -160.0,         0
"B534", 0, 1,    228.779,   -0.3,         0, 2,    229.408, -120.2,         0, 3,    228.855,  119.7,         0, 4,   0.184054,  -16.6,         0
"B2399", 0, 1,     219.36,   -1.7,         0, 2,    226.384, -120.9,         0, 3,    224.607,  119.6,         0, 4,    1.88506,  -61.7,         0
"B3178", 0, 1,     219.36,   -1.7,         0, 2,    226.384, -120.9,         0, 3,    224.607,  119.6,         0, 4,    1.88506,  -61.7,         0
"B1315", 0, 1,    219.127,   -0.9,         0, 2,    217.078, -123.0,         0, 3,    227.416,  119.7,         0, 4,    8.73275, -112.2,         0
"B943", 0, 1,    230.763,    0.0,         0, 2,    230.841, -120.0,         0, 3,    230.828,  120.0,         0, 4,  0.0338835,  -94.8,         0
"B3269", 0, 1,     218.09,   -0.9,         0, 2,    215.957, -123.3,         0, 3,    227.228,  119.7,         0, 4,    9.25499, -111.6,         0
"B553", 0, 1,    195.194,   -1.3,         0, 2,    202.548, -120.5,         0, 3,     194.49,  118.6,         0, 4,    3.76237,   57.5,         0
"B1905", 0, 1,    199.944,   -2.9,         0, 2,    219.345, -121.1,         0, 3,      214.4,  119.4,         0, 4,    8.28433,  -14.4,         0
"B2108", 0, 1,     200.76,   -2.9,         0, 2,    219.319, -121.1,         0, 3,    214.401,  119.4,         0, 4,    7.53827,  -16.0,         0
"B2364", 0, 1,    220.982,   -1.0,         0, 2,    222.076, -121.9,         0, 3,    227.372,  119.7,         0, 4,    4.40167, -111.6,         0
"B61", 0, 1,     190.14,   -2.3,         0, 2,    198.542, -121.1,         0, 3,    190.646,  118.0,         0, 4,    3.27901,   21.4,         0
"B541", 0, 1,    199.222,   -3.2,         0, 2,    218.752, -121.2,         0, 3,     213.95,  119.4,         0, 4,    8.39959,  -20.7,         0
"B1091", 0, 1,    220.215,   -1.0,         0, 2,    220.575, -122.2,         0, 3,     227.25,  119.7,         0, 4,    5.51665, -113.3,         0
"B1077", 0, 1,    228.412,   -0.4,         0, 2,    228.381, -120.3,         0, 3,     227.11,  119.4,         0, 4,    1.43775,  161.9,         0
"B2768", 0, 1,    228.412,   -0.4,         0, 2,    228.381, -120.3,         0, 3,     227.11,  119.4,         0, 4,    1.43775,  161.9,         0
"B1378", 0, 1,    228.729,   -0.3,         0, 2,    228.594, -120.2,         0, 3,    228.033,  119.6,         0, 4,   0.741197, -170.1,         0
"B1628", 0, 1,    220.208,   -1.0,         0, 2,    220.572, -122.2,         0, 3,        227,  119.7,         0, 4,    5.37147, -115.6,         0
"B794", 0, 1,    199.225,   -3.2,         0, 2,    218.996, -121.2,         0, 3,    213.954,  119.4,         0, 4,    8.44806,  -18.9,         0
"B2347", 0, 1,    194.148,   -1.6,         0, 2,    201.976, -120.5,         0, 3,    193.663,  118.4,         0, 4,    3.98068,   51.7,         0
"B1237", 0, 1,    228.445,   -0.4,         0, 2,     228.43, -120.3,         0, 3,    226.836,  119.4,         0, 4,    1.53735,  150.4,         0
"B1865", 0, 1,    189.893,   -2.5,         0, 2,    197.817, -121.3,         0, 3,     189.83,  117.7,         0, 4,    2.49747,   16.2,         0
"B964", 0, 1,    194.148,   -1.6,         0, 2,    201.976, -120.5,         0, 3,    193.663,  118.4,         0, 4,    3.98068,   51.7,         0
"B699", 0, 1,    194.148,   -1.6,         0, 2,    201.976, -120.5,         0, 3,    193.663,  118.4,         0, 4,    3.98068,   51.7,         0
"B2810", 0, 1,     199.72,   -3.1,         0, 2,    219.133, -121.1,         0, 3,    214.256,  119.4,         0, 4,    8.32549,  -17.5,         0
"B416", 0, 1,    224.746,   -0.8,         0, 2,    227.549, -120.7,         0, 3,     228.13,  119.8,         0, 4,    1.27798,  -89.7,         0
"B288", 0, 1,    219.362,   -1.7,         0, 2,    226.437, -120.9,         0, 3,    224.606,  119.6,         0, 4,    1.83345,  -60.6,         0
"B1200", 0, 1,    219.952,   -1.0,         0, 2,    220.579, -122.2,         0, 3,    227.257,  119.7,         0, 4,    5.39144, -110.9,         0
"B3294", 0, 1,    199.875,   -3.1,         0, 2,    219.128, -121.1,         0, 3,    214.256,  119.4,         0, 4,      8.187,  -17.9,         0
"B2618", 0, 1,    194.148,   -1.6,         0, 2,    201.976, -120.5,         0, 3,    193.663,  118.4,         0, 4,    3.98067,   51.7,         0
"B1988", 0, 1,    223.285,   -0.9,         0, 2,    225.877, -121.1,         0, 3,     227.48,  119.7,         0, 4,    1.74809, -109.9,         0
"B512", 0, 1,    186.457,   -2.7,         0, 2,    193.954, -121.5,         0, 3,    187.523,  117.6,         0, 4,    2.85235,  -18.6,         0
"B402", 0, 1,    186.457,   -2.7,         0, 2,    193.954, -121.5,         0, 3,    187.523,  117.6,         0, 4,    2.85235,  -18.6,         0
"B3153", 0, 1,    194.147,   -1.6,         0, 2,    201.974, -120.5,         0, 3,    193.507,  118.4,         0, 4,    4.02796,   53.8,         0
"B381", 0, 1,    222.119,   -0.9,         0, 2,    224.233, -121.4,         0, 3,    227.635,  119.7,         0, 4,    2.88226, -105.8,         0
"B2901", 0, 1,    219.358,   -1.7,         0, 2,    226.434, -120.9,         0, 3,    224.346,  119.6,         0, 4,    1.57155,  -61.4,         0
"B1852", 0, 1,    198.624,   -3.3,         0, 2,    219.102, -121.2,         0, 3,    213.682,  119.4,         0, 4,    8.61632,  -17.1,         0
"B2761", 0, 1,    230.763,    0.0,         0, 2,    230.841, -120.0,         0, 3,    230.828,  120.0,         0, 4,  0.0338835,  -94.8,         0
"B2985", 0, 1,    230.763,    0.0,         0, 2,    230.841, -120.0,         0, 3,    230.828,  120.0,         0, 4,  0.0338835,  -94.8,         0
"B2891", 0, 1,    228.409,   -0.4,         0, 2,    228.376, -120.3,         0, 3,    226.849,  119.4,         0, 4,    1.64877,  156.2,         0
"B1591", 0, 1,    191.707,   -1.9,         0, 2,    199.965, -120.9,         0, 3,     192.09,  118.3,         0, 4,    3.62048,   34.1,         0
"B1023", 0, 1,     191.71,   -1.9,         0, 2,    199.968, -120.9,         0, 3,    192.414,  118.3,         0, 4,    3.63805,   29.1,         0
"B2738", 0, 1,     191.71,   -1.9,         0, 2,    199.968, -120.9,         0, 3,    192.414,  118.3,         0, 4,    3.63805,   29.1,         0
"B2723", 0, 1,    204.121,   -2.1,         0, 2,    220.054, -120.9,         0, 3,    216.046,  119.5,         0, 4,     6.4126,   -7.5,         0
"B1725", 0, 1,     218.96,   -0.9,         0, 2,    216.567, -123.1,         0, 3,    227.464,  119.7,         0, 4,    9.19754, -112.1,         0
"B2266", 0, 1,    188.072,   -2.6,         0, 2,    195.377, -121.4,         0, 3,    187.297,  117.6,         0, 4,    1.75732,   19.3,         0
"B1097", 0, 1,    226.646,   -0.1,         0, 2,    231.032, -120.0,         0, 3,    230.946,  120.0,         0, 4,    4.19058,    3.4,         0
"B3080", 0, 1,    194.148,   -1.6,         0, 2,    201.976, -120.5,         0, 3,    193.663,  118.4,         0, 4,    3.98067,   51.7,         0
"B1059", 0, 1,    218.629,   -0.9,         0, 2,    215.504, -123.3,         0, 3,    227.548,  119.7,         0, 4,    10.1488, -112.0,         0
"B1423", 0, 1,    194.535,   -1.5,         0, 2,    202.066, -120.5,         0, 3,    193.631,  118.5,         0, 4,    3.84546,   57.1,         0
"B1718", 0, 1,    218.626,   -0.9,         0, 2,    215.372, -123.3,         0, 3,    227.551,  119.7,         0, 4,    10.2733, -112.1,         0
"B326", 0, 1,    218.075,   -0.9,         0, 2,    215.952, -123.3,         0, 3,    226.808,  119.7,         0, 4,    8.98469, -113.8,         0
"B1098", 0, 1,    201.553,   -2.7,         0, 2,    219.466, -121.0,         0, 3,    215.011,  119.4,         0, 4,    7.49078,  -15.0,         0
"B858", 0, 1,    190.634,   -2.3,         0, 2,    198.537, -121.1,         0, 3,    191.128,  118.0,         0, 4,    2.94577,   15.6,         0
"B1746", 0, 1,    222.119,   -0.9,         0, 2,    224.233, -121.4,         0, 3,    227.635,  119.7,         0, 4,    2.88226, -105.8,         0
"B248", 0, 1,    230.763,    0.0,         0, 2,    230.841, -120.0,         0, 3,    230.828,  120.0,         0, 4,  0.0338835,  -94.8,         0
"B3217", 0, 1,    194.148,   -1.6,         0, 2,    201.976, -120.5,         0, 3,    193.663,  118.4,         0, 4,    3.98067,   51.7,         0
"B2530", 0, 1,    186.456,   -2.7,         0, 2,    193.643, -121.5,         0, 3,    187.522,  117.6,         0, 4,    2.81871,  -25.0,         0
"B1544", 0, 1,    202.322,   -2.5,         0, 2,    219.781, -121.0,         0, 3,    215.623,  119.5,         0, 4,    7.45832,  -11.4,         0
"B1772", 0, 1,    202.634,   -2.5,         0, 2,    219.772, -121.0,         0, 3,    215.623,  119.5,         0, 4,    7.16724,  -12.0,         0
"B1326", 0, 1,    228.407,   -0.4,         0, 2,    228.373, -120.3,         0, 3,     227.08,  119.4,         0, 4,    1.47952,  161.9,         0
"B2779", 0, 1,    198.812,   -3.3,         0, 2,    219.076, -121.2,         0, 3,    213.801,  119.4,         0, 4,    8.59687,  -17.6,         0
"B466", 0, 1,    227.574,   -0.5,         0, 2,    227.424, -120.4,         0, 3,    226.982,  119.4,         0, 4,   0.614475, -163.1,         0
"B1501", 0, 1,    227.833,   -0.4,         0, 2,    227.421, -120.4,         0, 3,    226.979,  119.4,         0, 4,   0.870613, -166.9,         0
"B1095", 0, 1,    220.979,   -1.0,         0, 2,     221.81, -121.9,         0, 3,    227.375,  119.7,         0, 4,     4.6609, -111.9,         0
"B1444", 0, 1,    230.589,   -0.1,         0, 2,    230.768, -120.1,         0, 3,    230.768,  120.0,         0, 4,  0.0732284,  -92.9,         0
"B298", 0, 1,    191.377,   -1.9,         0, 2,    199.974, -120.9,         0, 3,    192.415,  118.3,         0, 4,    3.93201,   26.8,         0
"B191", 0, 1,    198.793,   -3.3,         0, 2,    219.077, -121.2,         0, 3,    213.801,  119.4,         0, 4,    8.61404,  -17.6,         0
"B2349", 0, 1,    219.351,   -1.7,         0, 2,    226.429, -120.9,         0, 3,    223.915,  119.6,         0, 4,    1.13907,  -63.4,         0
"B2737", 0, 1,    198.855,   -3.3,         0, 2,    219.099, -121.2,         0, 3,    213.071,  119.4,         0, 4,    7.89823,  -15.1,         0
"B1824", 0, 1,    227.812,   -0.4,         0, 2,    227.888, -120.3,         0, 3,    227.058,  119.4,         0, 4,   0.752973,  167.9,         0
"B2283", 0, 1,    200.756,   -2.9,         0, 2,     219.32, -121.1,         0, 3,    214.164,  119.4,         0, 4,    7.34739,  -14.9,         0
"B578", 0, 1,    187.714,   -2.7,         0, 2,    195.103, -121.4,         0, 3,    187.199,  117.6,         0, 4,    1.89249,   11.5,         0
