Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3, Node4, Magnitude4, Angle4, pu4
"B2433", 0, 1,    227.332,   -0.6,         0, 2,    227.083, -120.8,         0, 3,    228.242,  119.5,         0, 4,    2.18474,  -47.8,         0
"B3079", 0, 1,     214.97,   -3.0,         0, 2,    226.802, -120.7,         0, 3,    220.225,  118.9,         0, 4,     5.6434,   -6.4,         0
"B1845", 0, 1,    214.619,   -3.2,         0, 2,    227.022, -120.7,         0, 3,    220.375,  118.9,         0, 4,    5.84068,   -6.4,         0
"B2987", 0, 1,    212.593,   -3.7,         0, 2,    226.726, -120.8,         0, 3,    218.398,  118.6,         0, 4,    5.83409,   -5.8,         0
"B812", 0, 1,    228.842,   -0.4,         0, 2,    228.337, -120.5,         0, 3,    228.297,  119.5,         0, 4,   0.880527,  -39.6,         0
"B495", 0, 1,    228.616,   -0.4,         0, 2,    228.518, -120.5,         0, 3,    228.212,  119.5,         0, 4,     0.9499,  -17.5,         0
"B2514", 0, 1,    224.995,   -0.9,         0, 2,    224.474, -121.2,         0, 3,    226.529,  119.3,         0, 4,    3.01386,  -75.2,         0
"B1523", 0, 1,    228.045,   -0.6,         0, 2,    227.442, -120.7,         0, 3,    227.725,  119.3,         0, 4,     1.3613,  -61.7,         0
"B1994", 0, 1,    218.344,   -2.4,         0, 2,    226.493, -120.7,         0, 3,    222.138,  119.1,         0, 4,    4.36306,  -15.6,         0
"B543", 0, 1,    214.857,   -3.2,         0, 2,    226.939, -120.7,         0, 3,    220.449,  118.9,         0, 4,     5.7404,   -8.0,         0
"B2239", 0, 1,    228.616,   -0.4,         0, 2,    228.518, -120.5,         0, 3,    228.212,  119.5,         0, 4,   0.949817,  -17.5,         0
"B1902", 0, 1,    225.177,   -0.9,         0, 2,     225.14, -121.1,         0, 3,    226.764,  119.4,         0, 4,    2.65671,  -65.2,         0
"B355", 0, 1,     223.84,   -1.0,         0, 2,    223.785, -121.4,         0, 3,    225.862,  119.3,         0, 4,    3.13246,  -74.9,         0
"B2856", 0, 1,     214.43,   -3.3,         0, 2,    227.023, -120.8,         0, 3,    220.358,  118.9,         0, 4,    6.06654,   -6.8,         0
"B1676", 0, 1,    228.616,   -0.4,         0, 2,    228.518, -120.5,         0, 3,    228.212,  119.5,         0, 4,   0.949806,  -17.5,         0
"B1662", 0, 1,    228.616,   -0.4,         0, 2,    228.518, -120.5,         0, 3,    228.212,  119.5,         0, 4,   0.949804,  -17.5,         0
"B438", 0, 1,    214.568,   -3.3,         0, 2,    226.992, -120.8,         0, 3,    220.202,  118.9,         0, 4,    5.88143,   -5.7,         0
"B315", 0, 1,    214.572,   -3.3,         0, 2,    226.992, -120.8,         0, 3,    220.484,  118.9,         0, 4,    6.07442,   -7.6,         0
"B1031", 0, 1,    224.644,   -1.1,         0, 2,    225.393, -121.3,         0, 3,    227.757,  119.5,         0, 4,    4.03522,  -47.4,         0
"B1360", 0, 1,    228.359,   -0.5,         0, 2,    228.181, -120.6,         0, 3,    228.031,  119.4,         0, 4,    1.03197,  -34.5,         0
"B2335", 0, 1,    212.452,   -3.9,         0, 2,    226.849, -120.8,         0, 3,    217.808,  118.5,         0, 4,    5.36468,   -0.8,         0
"B360", 0, 1,    225.607,   -0.9,         0, 2,    224.281, -121.2,         0, 3,    227.741,  119.5,         0, 4,    4.21261,  -71.9,         0
"B316", 0, 1,    230.909,    0.0,         0, 2,    230.869, -120.0,         0, 3,    227.223,  119.9,         0, 4,    2.94584,   97.1,         0
"B1947", 0, 1,    214.272,   -3.3,         0, 2,        227, -120.8,         0, 3,    220.484,  118.9,         0, 4,     6.3609,   -7.3,         0
"B215", 0, 1,    228.616,   -0.4,         0, 2,    228.518, -120.5,         0, 3,    228.212,  119.5,         0, 4,   0.949806,  -17.5,         0
"B2421", 0, 1,      213.4,   -3.6,         0, 2,    226.678, -120.8,         0, 3,    218.544,  118.7,         0, 4,    5.36403,   -5.4,         0
"B3058", 0, 1,    213.204,   -3.6,         0, 2,     226.28, -120.8,         0, 3,    218.699,  118.7,         0, 4,    5.55661,  -12.0,         0
"B2486", 0, 1,    214.143,   -3.3,         0, 2,    226.974, -120.8,         0, 3,    220.383,  118.9,         0, 4,    6.40553,   -8.0,         0
"B2709", 0, 1,    224.713,   -1.0,         0, 2,    224.466, -121.2,         0, 3,    226.289,  119.3,         0, 4,    2.77913,  -74.5,         0
"B3076", 0, 1,    224.642,   -1.1,         0, 2,    225.669, -121.3,         0, 3,    227.766,  119.5,         0, 4,    3.98207,  -43.5,         0
"B522", 0, 1,    224.384,   -1.1,         0, 2,    225.399, -121.3,         0, 3,     227.76,  119.5,         0, 4,    4.19527,  -44.7,         0
"B1682", 0, 1,    224.607,   -0.9,         0, 2,    224.947, -121.2,         0, 3,    226.487,  119.3,         0, 4,    2.66267,  -61.8,         0
"B1333", 0, 1,    224.089,   -1.0,         0, 2,    223.778, -121.4,         0, 3,    225.627,  119.3,         0, 4,    2.88188,  -81.3,         0
"B2756", 0, 1,    229.595,   -0.3,         0, 2,    229.522, -120.3,         0, 3,    229.327,  119.6,         0, 4,    1.23946,   -7.7,         0
"B2724", 0, 1,    213.262,   -3.4,         0, 2,    226.091, -120.8,         0, 3,    220.324,  118.9,         0, 4,    6.92054,  -14.7,         0
"B102", 0, 1,     214.87,   -3.2,         0, 2,    226.427, -120.8,         0, 3,    220.649,  119.0,         0, 4,    5.82717,  -13.2,         0
"B944", 0, 1,    228.719,   -0.4,         0, 2,    228.499, -120.5,         0, 3,    227.966,  119.5,         0, 4,   0.683211,  -11.8,         0
"B245", 0, 1,    228.046,   -0.6,         0, 2,    227.686, -120.7,         0, 3,    227.725,  119.3,         0, 4,    1.23588,  -52.3,         0
"B846", 0, 1,    227.221,   -0.6,         0, 2,    226.965, -120.8,         0, 3,    225.664,  119.4,         0, 4,   0.252628,  114.6,         0
"B1788", 0, 1,    227.222,   -0.6,         0, 2,    226.967, -120.8,         0, 3,    225.803,  119.4,         0, 4,     0.1164,  103.5,         0
"B1620", 0, 1,    224.094,   -1.0,         0, 2,     223.78, -121.4,         0, 3,    225.858,  119.3,         0, 4,    3.09847,  -79.5,         0
"B613", 0, 1,    227.237,   -0.6,         0, 2,    226.988, -120.8,         0, 3,     227.21,  119.4,         0, 4,    1.29268,  -54.7,         0
"B2785", 0, 1,    229.908,   -0.2,         0, 2,     230.01, -120.2,         0, 3,    230.036,  119.8,         0, 4,    1.72059,   -2.9,         0
"B1671", 0, 1,    229.908,   -0.2,         0, 2,     230.01, -120.2,         0, 3,    230.036,  119.8,         0, 4,    1.72059,   -2.9,         0
"B3393", 0, 1,    214.872,   -3.2,         0, 2,    226.967, -120.8,         0, 3,    220.655,  119.0,         0, 4,    6.00129,   -8.0,         0
"B3186", 0, 1,    227.247,   -0.6,         0, 2,    226.996, -120.8,         0, 3,    227.866,  119.4,         0, 4,    1.95404,  -55.2,         0
"B2682", 0, 1,     229.02,   -0.4,         0, 2,     228.88, -120.4,         0, 3,    228.565,  119.5,         0, 4,   0.937179,  -13.5,         0
"B3260", 0, 1,    216.412,   -2.7,         0, 2,    227.091, -120.7,         0, 3,    221.685,  119.0,         0, 4,    5.76562,   -7.4,         0
"B1310", 0, 1,    214.869,   -3.1,         0, 2,    226.975, -120.7,         0, 3,     220.69,  118.9,         0, 4,    6.00485,   -7.2,         0
"B1227", 0, 1,    227.027,   -0.6,         0, 2,    227.248, -120.8,         0, 3,    228.246,  119.5,         0, 4,    2.34513,  -38.2,         0
"B2893", 0, 1,    224.228,   -1.2,         0, 2,    228.505, -120.5,         0, 3,    226.718,  119.5,         0, 4,    3.57377,   -7.5,         0
"B2904", 0, 1,    229.238,   -0.4,         0, 2,    229.647, -120.3,         0, 3,    229.643,  119.7,         0, 4,     1.9244,    3.2,         0
"B1808", 0, 1,    211.303,   -4.0,         0, 2,    226.924, -120.7,         0, 3,    217.002,  118.5,         0, 4,    5.91928,    5.2,         0
"B70", 0, 1,    225.611,   -0.9,         0, 2,    224.669, -121.2,         0, 3,    227.739,  119.5,         0, 4,    3.95528,  -67.8,         0
"B157", 0, 1,    214.613,   -3.2,         0, 2,    227.023, -120.7,         0, 3,      219.9,  118.9,         0, 4,    5.52941,   -2.8,         0
"B2163", 0, 1,    212.871,   -3.7,         0, 2,    226.281, -120.8,         0, 3,    217.674,  118.6,         0, 4,    4.90692,   -4.7,         0
"B2544", 0, 1,    218.347,   -2.4,         0, 2,    226.216, -120.7,         0, 3,    222.393,  119.1,         0, 4,    4.52473,  -21.2,         0
"B1838", 0, 1,    214.572,   -3.3,         0, 2,    226.992, -120.8,         0, 3,    220.484,  118.9,         0, 4,    6.07442,   -7.6,         0
"B1785", 0, 1,    229.889,   -0.2,         0, 2,    229.995, -120.2,         0, 3,    230.026,  119.8,         0, 4,     1.7213,   -3.3,         0
"B1542", 0, 1,    224.464,   -1.0,         0, 2,    224.651, -121.2,         0, 3,    226.213,  119.3,         0, 4,    2.58464,  -68.4,         0
"B1766", 0, 1,    213.976,   -3.2,         0, 2,    226.993, -120.8,         0, 3,    220.269,  118.9,         0, 4,    6.59282,   -4.6,         0
"B147", 0, 1,    219.072,   -2.2,         0, 2,    226.957, -120.7,         0, 3,    223.106,  119.2,         0, 4,    4.60471,  -15.4,         0
"B2144", 0, 1,    214.853,   -3.2,         0, 2,    226.062, -120.8,         0, 3,     220.44,  118.9,         0, 4,    5.48812,  -17.0,         0
"B2284", 0, 1,    229.941,   -0.2,         0, 2,    230.025, -120.2,         0, 3,    230.058,  119.8,         0, 4,    1.71884,   -2.6,         0
"B731", 0, 1,    224.641,   -1.1,         0, 2,    225.136, -121.3,         0, 3,    227.756,  119.5,         0, 4,    4.12678,  -50.8,         0
"B1032", 0, 1,    229.017,   -0.4,         0, 2,    228.877, -120.4,         0, 3,    228.297,  119.5,         0, 4,     0.7599,    0.2,         0
"B303", 0, 1,    216.212,   -2.7,         0, 2,     226.79, -120.7,         0, 3,    221.682,  119.0,         0, 4,    5.84635,  -10.1,         0
"B3234", 0, 1,    214.771,   -3.1,         0, 2,    226.977, -120.7,         0, 3,    219.758,  118.9,         0, 4,    5.48919,   -0.1,         0
"B187", 0, 1,    227.231,   -0.6,         0, 2,    226.984, -120.8,         0, 3,    226.824,  119.4,         0, 4,    0.90381,  -54.1,         0
"B1", 0, 1,     228.03,   -0.6,         0, 2,    225.585, -120.8,         0, 3,    227.735,  119.3,         0, 4,    2.85013,  -93.7,         0
"B2361", 0, 1,    225.614,   -0.9,         0, 2,    224.945, -121.2,         0, 3,    227.739,  119.5,         0, 4,    3.78444,  -64.5,         0
"B201", 0, 1,    212.925,   -3.7,         0, 2,    226.618, -120.8,         0, 3,     218.64,  118.7,         0, 4,    5.86137,   -8.3,         0
"B46", 0, 1,    214.966,   -3.0,         0, 2,    226.802, -120.7,         0, 3,    219.963,  118.9,         0, 4,    5.46858,   -4.4,         0
"B2699", 0, 1,    224.571,   -1.0,         0, 2,    224.631, -121.2,         0, 3,    225.961,  119.3,         0, 4,    2.36521,  -72.3,         0
"B2111", 0, 1,    225.177,   -0.9,         0, 2,     225.14, -121.1,         0, 3,    226.764,  119.4,         0, 4,    2.65671,  -65.2,         0
"B795", 0, 1,    213.788,   -3.1,         0, 2,    226.836, -120.7,         0, 3,    220.224,  118.9,         0, 4,    6.77506,   -5.3,         0
"B1351", 0, 1,    228.616,   -0.4,         0, 2,    228.518, -120.5,         0, 3,    228.212,  119.5,         0, 4,   0.949798,  -17.4,         0
"B1769", 0, 1,    229.434,   -0.3,         0, 2,    229.246, -120.4,         0, 3,    227.697,  119.5,         0, 4,   0.779726,   77.4,         0
"B2675", 0, 1,    228.722,   -0.4,         0, 2,    228.263, -120.5,         0, 3,    228.201,  119.5,         0, 4,   0.889325,  -38.4,         0
"B1605", 0, 1,    224.875,   -1.0,         0, 2,    224.864, -121.2,         0, 3,    227.727,  119.5,         0, 4,    4.11285,  -57.1,         0
"B2450", 0, 1,    210.718,   -4.0,         0, 2,     226.94, -120.7,         0, 3,    217.001,  118.5,         0, 4,    6.48446,    4.7,         0
"B771", 0, 1,    213.769,   -3.3,         0, 2,    226.383, -120.8,         0, 3,    219.461,  118.8,         0, 4,    5.84462,  -10.4,         0
"B2780", 0, 1,    219.073,   -2.2,         0, 2,    227.366, -120.7,         0, 3,     223.11,  119.2,         0, 4,    4.71483,  -10.3,         0
"B2065", 0, 1,    218.357,   -2.4,         0, 2,    226.918, -120.7,         0, 3,    222.737,  119.1,         0, 4,    4.92776,  -15.0,         0
"B2278", 0, 1,    224.294,   -1.0,         0, 2,    223.649, -121.4,         0, 3,    225.981,  119.3,         0, 4,    3.32693,  -81.6,         0
"B1636", 0, 1,    228.616,   -0.4,         0, 2,    228.518, -120.5,         0, 3,    228.212,  119.5,         0, 4,   0.949862,  -17.5,         0
"B1181", 0, 1,    228.842,   -0.4,         0, 2,      228.6, -120.4,         0, 3,    228.297,  119.5,         0, 4,   0.857049,  -22.1,         0
"B489", 0, 1,    213.767,   -3.3,         0, 2,    225.911, -120.8,         0, 3,    219.456,  118.8,         0, 4,    5.70984,  -15.0,         0
"B2596", 0, 1,    213.205,   -3.6,         0, 2,    226.614, -120.8,         0, 3,    218.702,  118.7,         0, 4,    5.66521,   -8.6,         0
"B575", 0, 1,    214.019,   -3.4,         0, 2,    226.978, -120.8,         0, 3,    220.382,  118.9,         0, 4,    6.52282,   -7.8,         0
"B2998", 0, 1,    213.474,   -3.3,         0, 2,    226.391, -120.8,         0, 3,    219.461,  118.8,         0, 4,    6.12416,   -9.9,         0
"B3274", 0, 1,    224.181,   -1.0,         0, 2,    224.143, -121.3,         0, 3,    226.052,  119.3,         0, 4,    2.97059,  -73.1,         0
"B2309", 0, 1,    218.343,   -2.4,         0, 2,     225.57, -120.7,         0, 3,    222.389,  119.1,         0, 4,    4.49134,  -29.6,         0
"B2470", 0, 1,    214.131,   -3.3,         0, 2,    226.436, -120.8,         0, 3,    219.461,  118.8,         0, 4,     5.5245,  -10.4,         0
"B2336", 0, 1,    214.344,   -3.2,         0, 2,     227.03, -120.7,         0, 3,    220.375,  118.9,         0, 4,    6.10473,   -6.1,         0
"B2101", 0, 1,      213.4,   -3.6,         0, 2,    226.678, -120.8,         0, 3,     218.55,  118.7,         0, 4,    5.36799,   -5.4,         0
"B1223", 0, 1,    229.881,   -0.2,         0, 2,    230.008, -120.2,         0, 3,    230.019,  119.8,         0, 4,    1.72811,   -3.1,         0
"B117", 0, 1,    224.882,   -0.9,         0, 2,    224.942, -121.2,         0, 3,    226.483,  119.3,         0, 4,    2.56615,  -67.3,         0
"B2270", 0, 1,    224.573,   -1.0,         0, 2,    224.372, -121.2,         0, 3,      226.2,  119.3,         0, 4,    2.78519,  -74.7,         0
"B1817", 0, 1,    228.091,   -0.6,         0, 2,    227.987, -120.6,         0, 3,    227.809,  119.3,         0, 4,   0.972082,  -37.4,         0
"B1432", 0, 1,    226.415,   -0.8,         0, 2,    226.432, -120.9,         0, 3,    227.826,  119.5,         0, 4,    2.53425,  -50.6,         0
"B124", 0, 1,    211.104,   -3.9,         0, 2,    226.888, -120.8,         0, 3,     218.08,  118.5,         0, 4,    6.83579,   -2.6,         0
"B1839", 0, 1,    229.309,   -0.4,         0, 2,      228.9, -120.4,         0, 3,    228.634,  119.5,         0, 4,   0.765158,  -39.2,         0
"B818", 0, 1,    229.656,   -0.3,         0, 2,    229.645, -120.3,         0, 3,    229.796,  119.7,         0, 4,     1.7523,   -8.0,         0
"B3107", 0, 1,    229.653,   -0.3,         0, 2,    229.643, -120.3,         0, 3,    229.795,  119.7,         0, 4,    1.75251,   -8.1,         0
"B159", 0, 1,    220.356,   -2.0,         0, 2,    227.592, -120.6,         0, 3,    223.997,  119.2,         0, 4,    4.41334,  -11.0,         0
"B3405", 0, 1,    212.881,   -3.7,         0, 2,    226.475, -120.8,         0, 3,    218.394,  118.6,         0, 4,    5.46413,   -8.5,         0
"B4", 0, 1,     227.84,   -0.6,         0, 2,    227.991, -120.6,         0, 3,    227.812,  119.3,         0, 4,    1.17075,  -29.3,         0
"B2706", 0, 1,    224.432,   -1.0,         0, 2,    224.136, -121.3,         0, 3,    225.795,  119.3,         0, 4,    2.68886,  -80.0,         0
"B3103", 0, 1,    211.999,   -3.9,         0, 2,    226.906, -120.7,         0, 3,    217.924,  118.5,         0, 4,    5.76879,   -1.8,         0
"B1583", 0, 1,    224.492,   -1.2,         0, 2,    228.267, -120.5,         0, 3,    226.715,  119.5,         0, 4,    3.25051,  -12.3,         0
"B703", 0, 1,     229.32,   -0.4,         0, 2,     229.08, -120.4,         0, 3,    228.688,  119.5,         0, 4,   0.759853,  -24.8,         0
"B3210", 0, 1,    228.291,   -0.5,         0, 2,    228.523, -120.5,         0, 3,    228.215,  119.5,         0, 4,    1.25598,  -12.1,         0
"B183", 0, 1,    224.694,   -1.0,         0, 2,    224.401, -121.3,         0, 3,    225.947,  119.3,         0, 4,    2.57447,  -78.8,         0
"B3095", 0, 1,    228.616,   -0.4,         0, 2,    228.518, -120.5,         0, 3,    228.212,  119.5,         0, 4,   0.949832,  -17.5,         0
"B2632", 0, 1,    224.953,   -1.0,         0, 2,    225.762, -121.2,         0, 3,    227.726,  119.5,         0, 4,    3.72193,  -45.6,         0
"B3173", 0, 1,    213.984,   -3.1,         0, 2,     226.83, -120.7,         0, 3,    220.224,  118.9,         0, 4,    6.58723,   -5.4,         0
"B2411", 0, 1,    214.131,   -3.3,         0, 2,    226.696, -120.8,         0, 3,    219.464,  118.8,         0, 4,    5.61426,   -7.8,         0
"B739", 0, 1,    228.616,   -0.4,         0, 2,    228.518, -120.5,         0, 3,    228.212,  119.5,         0, 4,   0.949817,  -17.5,         0
"B1157", 0, 1,    228.722,   -0.4,         0, 2,    228.502, -120.5,         0, 3,    228.202,  119.5,         0, 4,   0.869242,  -22.7,         0
"B25", 0, 1,    229.692,   -0.3,         0, 2,    229.649, -120.3,         0, 3,    229.501,  119.6,         0, 4,    1.33545,   -7.1,         0
"B989", 0, 1,    213.637,   -3.3,         0, 2,    227.051, -120.7,         0, 3,    220.374,  118.9,         0, 4,     6.7813,   -5.5,         0
"B3306", 0, 1,    224.938,   -0.9,         0, 2,     225.91, -121.1,         0, 3,    227.744,  119.5,         0, 4,    3.73045,  -42.6,         0
"B1355", 0, 1,    223.749,   -1.2,         0, 2,    228.209, -120.5,         0, 3,    226.719,  119.5,         0, 4,    3.93132,  -10.6,         0
"B1601", 0, 1,    227.217,   -0.6,         0, 2,     226.96, -120.8,         0, 3,    225.329,  119.4,         0, 4,   0.585164,  119.7,         0
"B567", 0, 1,    229.908,   -0.2,         0, 2,    229.896, -120.2,         0, 3,    230.035,  119.8,         0, 4,    1.67888,   -6.6,         0
"B3264", 0, 1,    229.799,   -0.3,         0, 2,    229.828, -120.3,         0, 3,    229.766,  119.7,         0, 4,    1.52588,   -4.8,         0
"B626", 0, 1,    229.798,   -0.3,         0, 2,    229.827, -120.3,         0, 3,    229.765,  119.7,         0, 4,     1.5248,   -4.8,         0
